Tree	Node A-upos	Node B-upos	Node C-upos	Node D-upos	Node E-upos	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Root node
(ADJ >obl (SYM <case NOUN)) <amod NOUN	ADJ	SYM	NOUN	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=ADJ]; C [upos=NOUN]; B [upos=SYM]; D -[amod]-> A; A -[obl]-> C; C -[case]-> B; D >> A; A << C; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DSYM%5D%3B%20D%20-%5Bamod%5D-%3E%20A%3B%20A%20-%5Bobl%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20D%20%3E%3E%20A%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D	4	NOUN
PRON <nsubj AUX <cop PART <advmod ADJ <amod NOUN	PRON	AUX	PART	ADJ	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=PRON]; B [upos=AUX]; C [upos=PART]; D [upos=ADJ]; E -[nsubj]-> A; E -[cop]-> B; E -[advmod]-> C; E -[amod]-> D; E >> A; E >> B; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPRON%5D%3B%20B%20%5Bupos%3DAUX%5D%3B%20C%20%5Bupos%3DPART%5D%3B%20D%20%5Bupos%3DADJ%5D%3B%20E%20-%5Bnsubj%5D-%3E%20A%3B%20E%20-%5Bcop%5D-%3E%20B%3B%20E%20-%5Badvmod%5D-%3E%20C%3B%20E%20-%5Bamod%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
PUNCT <punct CCONJ <cc ADJ <amod NOUN <compound NOUN	PUNCT	CCONJ	ADJ	NOUN	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=PUNCT]; B [upos=CCONJ]; C [upos=ADJ]; D [upos=NOUN]; E -[punct]-> A; E -[cc]-> B; E -[amod]-> C; E -[compound]-> D; E >> A; E >> B; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20B%20%5Bupos%3DCCONJ%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20E%20-%5Bpunct%5D-%3E%20A%3B%20E%20-%5Bcc%5D-%3E%20B%3B%20E%20-%5Bamod%5D-%3E%20C%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
INTJ <discourse DET <det ADJ <amod NOUN >punct PUNCT	INTJ	DET	ADJ	NOUN	PUNCT	1	39.7630	ABCDE	pattern {D [upos=NOUN]; A [upos=INTJ]; B [upos=DET]; C [upos=ADJ]; E [upos=PUNCT]; D -[discourse]-> A; D -[det]-> B; D -[amod]-> C; D -[punct]-> E; D >> A; D >> B; D >> C; D << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DINTJ%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20E%20%5Bupos%3DPUNCT%5D%3B%20D%20-%5Bdiscourse%5D-%3E%20A%3B%20D%20-%5Bdet%5D-%3E%20B%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20D%20-%5Bpunct%5D-%3E%20E%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20E%7D	5	NOUN
ADP <case NOUN >nmod (ADP <case PROPN <compound PROPN)	ADP	NOUN	ADP	PROPN	PROPN	1	39.7630	ABCDE	pattern {B [upos=NOUN]; A [upos=ADP]; E [upos=PROPN]; C [upos=ADP]; D [upos=PROPN]; B -[case]-> A; B -[nmod]-> E; E -[case]-> C; E -[compound]-> D; B >> A; B << E; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20E%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20D%20%5Bupos%3DPROPN%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20C%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
DET <det ADJ <amod (NOUN <compound NOUN) <compound NOUN	DET	ADJ	NOUN	NOUN	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=DET]; B [upos=ADJ]; D [upos=NOUN]; C [upos=NOUN]; E -[det]-> A; E -[amod]-> B; E -[compound]-> D; D -[compound]-> C; E >> A; E >> B; E >> D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20E%20-%5Bdet%5D-%3E%20A%3B%20E%20-%5Bamod%5D-%3E%20B%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20D%3B%20D%20%3E%3E%20C%7D	5	NOUN
ADJ <amod (PROPN <compound PROPN) <compound NOUN	ADJ	PROPN	PROPN	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=ADJ]; C [upos=PROPN]; B [upos=PROPN]; D -[amod]-> A; D -[compound]-> C; C -[compound]-> B; D >> A; D >> C; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DPROPN%5D%3B%20B%20%5Bupos%3DPROPN%5D%3B%20D%20-%5Bamod%5D-%3E%20A%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20C%20-%5Bcompound%5D-%3E%20B%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20B%7D	4	NOUN
(ADV <advmod ADJ) <amod NOUN <compound NOUN >punct PUNCT	ADV	ADJ	NOUN	NOUN	PUNCT	1	39.7630	ABCDE	pattern {D [upos=NOUN]; B [upos=ADJ]; A [upos=ADV]; C [upos=NOUN]; E [upos=PUNCT]; D -[amod]-> B; B -[advmod]-> A; D -[compound]-> C; D -[punct]-> E; D >> B; B >> A; D >> C; D << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20A%20%5Bupos%3DADV%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20E%20%5Bupos%3DPUNCT%5D%3B%20D%20-%5Bamod%5D-%3E%20B%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20D%20-%5Bpunct%5D-%3E%20E%3B%20D%20%3E%3E%20B%3B%20B%20%3E%3E%20A%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20E%7D	5	NOUN
ADP <case ADP <case PRON <nmod:poss NOUN	ADP	ADP	PRON	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=ADP]; B [upos=ADP]; C [upos=PRON]; D -[case]-> A; D -[case]-> B; D -[nmod:poss]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DPRON%5D%3B%20D%20-%5Bcase%5D-%3E%20A%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bnmod%3Aposs%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
DET <det (ADJ <amod ADJ) <amod NOUN	DET	ADJ	ADJ	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=DET]; C [upos=ADJ]; B [upos=ADJ]; D -[det]-> A; D -[amod]-> C; C -[amod]-> B; D >> A; D >> C; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20D%20-%5Bdet%5D-%3E%20A%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20B%7D	4	NOUN
(PROPN >flat PROPN >case PART) <nmod:poss NOUN	PROPN	PROPN	PART	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=PROPN]; B [upos=PROPN]; C [upos=PART]; D -[nmod:poss]-> A; A -[flat]-> B; A -[case]-> C; D >> A; A << B; A << C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPROPN%5D%3B%20B%20%5Bupos%3DPROPN%5D%3B%20C%20%5Bupos%3DPART%5D%3B%20D%20-%5Bnmod%3Aposs%5D-%3E%20A%3B%20A%20-%5Bflat%5D-%3E%20B%3B%20A%20-%5Bcase%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	4	NOUN
ADP <case (DET <det NOUN) <nummod NOUN >advmod ADV	ADP	DET	NOUN	NOUN	ADV	1	39.7630	ABCDE	pattern {D [upos=NOUN]; A [upos=ADP]; C [upos=NOUN]; B [upos=DET]; E [upos=ADV]; D -[case]-> A; D -[nummod]-> C; C -[det]-> B; D -[advmod]-> E; D >> A; D >> C; C >> B; D << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20E%20%5Bupos%3DADV%5D%3B%20D%20-%5Bcase%5D-%3E%20A%3B%20D%20-%5Bnummod%5D-%3E%20C%3B%20C%20-%5Bdet%5D-%3E%20B%3B%20D%20-%5Badvmod%5D-%3E%20E%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20B%3B%20D%20%3C%3C%20E%7D	5	NOUN
ADP <case DET <det:predet PRON <nmod:poss NOUN	ADP	DET	PRON	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=ADP]; B [upos=DET]; C [upos=PRON]; D -[case]-> A; D -[det:predet]-> B; D -[nmod:poss]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DPRON%5D%3B%20D%20-%5Bcase%5D-%3E%20A%3B%20D%20-%5Bdet%3Apredet%5D-%3E%20B%3B%20D%20-%5Bnmod%3Aposs%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
NOUN >nmod (ADP <case DET <det:predet PRON <nmod:poss NOUN)	NOUN	ADP	DET	PRON	NOUN	1	39.7630	ABCDE	pattern {A [upos=NOUN]; E [upos=NOUN]; B [upos=ADP]; C [upos=DET]; D [upos=PRON]; A -[nmod]-> E; E -[case]-> B; E -[det:predet]-> C; E -[nmod:poss]-> D; A << E; E >> B; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BA%20%5Bupos%3DNOUN%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DDET%5D%3B%20D%20%5Bupos%3DPRON%5D%3B%20A%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20B%3B%20E%20-%5Bdet%3Apredet%5D-%3E%20C%3B%20E%20-%5Bnmod%3Aposs%5D-%3E%20D%3B%20A%20%3C%3C%20E%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
(PROPN >case PART) <nmod:poss NOUN <compound NOUN	PROPN	PART	NOUN	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=PROPN]; B [upos=PART]; C [upos=NOUN]; D -[nmod:poss]-> A; A -[case]-> B; D -[compound]-> C; D >> A; A << B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPROPN%5D%3B%20B%20%5Bupos%3DPART%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20D%20-%5Bnmod%3Aposs%5D-%3E%20A%3B%20A%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20A%20%3C%3C%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
ADP <case NOUN >nmod (ADP <case ADJ <amod NOUN)	ADP	NOUN	ADP	ADJ	NOUN	1	39.7630	ABCDE	pattern {B [upos=NOUN]; A [upos=ADP]; E [upos=NOUN]; C [upos=ADP]; D [upos=ADJ]; B -[case]-> A; B -[nmod]-> E; E -[case]-> C; E -[amod]-> D; B >> A; B << E; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20D%20%5Bupos%3DADJ%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20C%3B%20E%20-%5Bamod%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
CCONJ <cc PART <advmod ADV <advmod DET <det NOUN	CCONJ	PART	ADV	DET	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=CCONJ]; B [upos=PART]; C [upos=ADV]; D [upos=DET]; E -[cc]-> A; E -[advmod]-> B; E -[advmod]-> C; E -[det]-> D; E >> A; E >> B; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20B%20%5Bupos%3DPART%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20D%20%5Bupos%3DDET%5D%3B%20E%20-%5Bcc%5D-%3E%20A%3B%20E%20-%5Badvmod%5D-%3E%20B%3B%20E%20-%5Badvmod%5D-%3E%20C%3B%20E%20-%5Bdet%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
CCONJ <cc ADP <case NOUN	CCONJ	ADP	NOUN			1	39.7630	ABC	pattern {C [upos=NOUN]; A [upos=CCONJ]; B [upos=ADP]; C -[cc]-> A; C -[case]-> B; C >> A; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20-%5Bcc%5D-%3E%20A%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	NOUN
ADP <case ADJ <amod NOUN >nmod (ADP <case PRON)	ADP	ADJ	NOUN	ADP	PRON	1	39.7630	ABCDE	pattern {C [upos=NOUN]; A [upos=ADP]; B [upos=ADJ]; E [upos=PRON]; D [upos=ADP]; C -[case]-> A; C -[amod]-> B; C -[nmod]-> E; E -[case]-> D; C >> A; C >> B; C << E; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20E%20%5Bupos%3DPRON%5D%3B%20D%20%5Bupos%3DADP%5D%3B%20C%20-%5Bcase%5D-%3E%20A%3B%20C%20-%5Bamod%5D-%3E%20B%3B%20C%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20D%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%7D	5	NOUN
ADP <case NOUN >nmod (ADP <case PRON <nmod:poss NOUN)	ADP	NOUN	ADP	PRON	NOUN	1	39.7630	ABCDE	pattern {B [upos=NOUN]; A [upos=ADP]; E [upos=NOUN]; C [upos=ADP]; D [upos=PRON]; B -[case]-> A; B -[nmod]-> E; E -[case]-> C; E -[nmod:poss]-> D; B >> A; B << E; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20E%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20D%20%5Bupos%3DPRON%5D%3B%20B%20-%5Bcase%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20C%3B%20E%20-%5Bnmod%3Aposs%5D-%3E%20D%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20E%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
CCONJ <cc NOUN <compound PUNCT <punct NOUN	CCONJ	NOUN	PUNCT	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=CCONJ]; B [upos=NOUN]; C [upos=PUNCT]; D -[cc]-> A; D -[compound]-> B; D -[punct]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DCCONJ%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20D%20-%5Bcc%5D-%3E%20A%3B%20D%20-%5Bcompound%5D-%3E%20B%3B%20D%20-%5Bpunct%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
NUM <nummod NOUN >nmod (ADP <case ADJ)	NUM	NOUN	ADP	ADJ		1	39.7630	ABCD	pattern {B [upos=NOUN]; A [upos=NUM]; D [upos=ADJ]; C [upos=ADP]; B -[nummod]-> A; B -[nmod]-> D; D -[case]-> C; B >> A; B << D; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DNUM%5D%3B%20D%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DADP%5D%3B%20B%20-%5Bnummod%5D-%3E%20A%3B%20B%20-%5Bnmod%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20D%3B%20D%20%3E%3E%20C%7D	4	NOUN
DET <det (ADV <advmod ADJ) <amod NOUN	DET	ADV	ADJ	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=DET]; C [upos=ADJ]; B [upos=ADV]; D -[det]-> A; D -[amod]-> C; C -[advmod]-> B; D >> A; D >> C; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DADV%5D%3B%20D%20-%5Bdet%5D-%3E%20A%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20C%20-%5Badvmod%5D-%3E%20B%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20C%3B%20C%20%3E%3E%20B%7D	4	NOUN
(ADP >fixed ADP) <case NOUN <compound NOUN	ADP	ADP	NOUN	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=ADP]; B [upos=ADP]; C [upos=NOUN]; D -[case]-> A; A -[fixed]-> B; D -[compound]-> C; D >> A; A << B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DNOUN%5D%3B%20D%20-%5Bcase%5D-%3E%20A%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20D%20-%5Bcompound%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20A%20%3C%3C%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
PROPN <compound NOUN <compound NOUN	PROPN	NOUN	NOUN			1	39.7630	ABC	pattern {C [upos=NOUN]; A [upos=PROPN]; B [upos=NOUN]; C -[compound]-> A; C -[compound]-> B; C >> A; C >> B}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BC%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPROPN%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20-%5Bcompound%5D-%3E%20A%3B%20C%20-%5Bcompound%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	NOUN
ADJ <amod NOUN <compound PUNCT <punct NOUN >punct PUNCT	ADJ	NOUN	PUNCT	NOUN	PUNCT	1	39.7630	ABCDE	pattern {D [upos=NOUN]; A [upos=ADJ]; B [upos=NOUN]; C [upos=PUNCT]; E [upos=PUNCT]; D -[amod]-> A; D -[compound]-> B; D -[punct]-> C; D -[punct]-> E; D >> A; D >> B; D >> C; D << E}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADJ%5D%3B%20B%20%5Bupos%3DNOUN%5D%3B%20C%20%5Bupos%3DPUNCT%5D%3B%20E%20%5Bupos%3DPUNCT%5D%3B%20D%20-%5Bamod%5D-%3E%20A%3B%20D%20-%5Bcompound%5D-%3E%20B%3B%20D%20-%5Bpunct%5D-%3E%20C%3B%20D%20-%5Bpunct%5D-%3E%20E%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%3B%20D%20%3C%3C%20E%7D	5	NOUN
PRON <nmod:poss NOUN >advmod ADV	PRON	NOUN	ADV			1	39.7630	ABC	pattern {B [upos=NOUN]; A [upos=PRON]; C [upos=ADV]; B -[nmod:poss]-> A; B -[advmod]-> C; B >> A; B << C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BB%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPRON%5D%3B%20C%20%5Bupos%3DADV%5D%3B%20B%20-%5Bnmod%3Aposs%5D-%3E%20A%3B%20B%20-%5Badvmod%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	NOUN
PUNCT <punct DET <det ADJ <amod NOUN	PUNCT	DET	ADJ	NOUN		1	39.7630	ABCD	pattern {D [upos=NOUN]; A [upos=PUNCT]; B [upos=DET]; C [upos=ADJ]; D -[punct]-> A; D -[det]-> B; D -[amod]-> C; D >> A; D >> B; D >> C}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BD%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DPUNCT%5D%3B%20B%20%5Bupos%3DDET%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20D%20-%5Bpunct%5D-%3E%20A%3B%20D%20-%5Bdet%5D-%3E%20B%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20D%20%3E%3E%20A%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D	4	NOUN
(ADP >fixed ADP) <case PRON <nmod:poss ADJ <amod NOUN	ADP	ADP	PRON	ADJ	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=ADP]; B [upos=ADP]; C [upos=PRON]; D [upos=ADJ]; E -[case]-> A; A -[fixed]-> B; E -[nmod:poss]-> C; E -[amod]-> D; E >> A; A << B; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DADP%5D%3B%20C%20%5Bupos%3DPRON%5D%3B%20D%20%5Bupos%3DADJ%5D%3B%20E%20-%5Bcase%5D-%3E%20A%3B%20A%20-%5Bfixed%5D-%3E%20B%3B%20E%20-%5Bnmod%3Aposs%5D-%3E%20C%3B%20E%20-%5Bamod%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20A%20%3C%3C%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
ADP <case ADJ <amod ADJ <amod NOUN <compound NOUN	ADP	ADJ	ADJ	NOUN	NOUN	1	39.7630	ABCDE	pattern {E [upos=NOUN]; A [upos=ADP]; B [upos=ADJ]; C [upos=ADJ]; D [upos=NOUN]; E -[case]-> A; E -[amod]-> B; E -[amod]-> C; E -[compound]-> D; E >> A; E >> B; E >> C; E >> D}	http://universal.grew.fr/?corpus=UD_English-EWT&request=pattern%20%7BE%20%5Bupos%3DNOUN%5D%3B%20A%20%5Bupos%3DADP%5D%3B%20B%20%5Bupos%3DADJ%5D%3B%20C%20%5Bupos%3DADJ%5D%3B%20D%20%5Bupos%3DNOUN%5D%3B%20E%20-%5Bcase%5D-%3E%20A%3B%20E%20-%5Bamod%5D-%3E%20B%3B%20E%20-%5Bamod%5D-%3E%20C%3B%20E%20-%5Bcompound%5D-%3E%20D%3B%20E%20%3E%3E%20A%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D	5	NOUN
